Entry	Signal peptide
P0DPV1	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DPV2	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DPV3	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DPV5	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DPV6	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DPZ2	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DQB8	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:23148443"
P0DQC1	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:23148443"
P0DQE1	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:23148443"
P0DSJ6	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:30214940"
P0DUQ6	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:26506909"
P0DUS2	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:33893140"
P0DUS3	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:33893140"
P0DUS4	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:33893140"
P0DUS5	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:33893140"
P0DUS7	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:33893140"
P0DUS8	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:33893140"
P0DUS9	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:33893140"
P0DUT0	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:33893140"
P0DUT4	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:33893140"
P0DUT5	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:33893140"
P10298	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2920175"
P10456	SIGNAL 1..21; /evidence="ECO:0000269|Ref.2"
P10457	SIGNAL 1..21; /evidence="ECO:0000269|Ref.2"
P10459	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3955004"
P10562	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3338449"
P10675	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:2839842"
P10813	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1859828"
P10822	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3240995"
P10975	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3191918"
P11643	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8125056"
P11839	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:499202"
P11919	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3304284, ECO:0000269|PubMed:3609300"
P12548	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:422121"
P12549	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:422121"
P12550	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:422121"
P12992	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2745451"
P13083	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3575148"
P13691	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:3257914"
P14133	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:2919172"
P14170	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1841721"
P14214	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2514185"
P14612	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2777741"
P14946	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2001733, ECO:0000269|PubMed:3718469"
P15223	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:4052021"
P15270	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:3954779"
P15399	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2682630"
P15570	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2776750"
P15818	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:14559085"
P16030	SIGNAL 1..28; /evidence="ECO:0000269|Ref.2"
P16094	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:2753596, ECO:0000269|PubMed:3262509"
P16159	SIGNAL 1..24; /evidence="ECO:0000269|Ref.4"
P16850	SIGNAL 1..25; /evidence="ECO:0000269|Ref.2"
P16851	SIGNAL 1..25; /evidence="ECO:0000269|Ref.2"
P17314	SIGNAL 1..25; /evidence="ECO:0000269|Ref.3"
P18328	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1862525, ECO:0000269|PubMed:8154745"
P18659	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:3105581"
P18684	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:7779781"
P18959	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:2010751, ECO:0000269|PubMed:3200861"
P19204	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2302244, ECO:0000269|PubMed:3417768"
P19656	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:3182817"
P19872	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1997320"
P19959	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1259717"
P20112	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:16674666, ECO:0000269|PubMed:3421938"
P20462	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:3109381"
P20797	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2010751"
P21814	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:2464597"
P21919	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:1993170"
P22297	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2254322"
P22323	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1985973"
P22327	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2341396"
P22922	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:2277028"
P23044	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2277031"
P23438	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:1918067, ECO:0000269|PubMed:2177473"
P24296	SIGNAL <1..24; /evidence="ECO:0000269|PubMed:1599935"
P24330	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1862521, ECO:0000269|PubMed:24231107"
P24336	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:2029523, ECO:0000269|Ref.3"
P24478	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:8951169"
P24792	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:2143984"
P24854	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1722398"
P25068	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:2023943"
P25289	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:1350761"
P25331	SIGNAL 1..26; /evidence="ECO:0000269|Ref.2"
P25404	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:1733929"
P25497	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:4091794"
P25871	SIGNAL 1..21; /evidence="ECO:0000269|Ref.2"
P26202	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2203792"
P26203	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2203792"
P26461	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:1551420, ECO:0000269|PubMed:8603690"
P26780	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:1451776"
P27275	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1567877"
P27559	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8218413"
P27613	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:1542314"
P28041	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:3484638, ECO:0000269|PubMed:8125056"
P28770	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1511892"
P29007	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:1551901"
P29060	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:11289605"
P29064	SIGNAL 1..35; /evidence="ECO:0000269|PubMed:1761061"
P29392	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:1898381"
P29421	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1511747"
P29523	SIGNAL 1..39; /evidence="ECO:0000269|PubMed:1756175"
P29701	SIGNAL 1..15; /note="Or 17"; /evidence="ECO:0000269|PubMed:1372866"
P30659	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1730635"
P31226	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1869567"
P31418	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2010751"
P31419	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2010751"
P31420	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1939173"
P31608	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1618743"
P32947	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:8287964"
P33575	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7678258"
P33577	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7678258"
P33679	SIGNAL 1..20; /evidence="ECO:0000269|Ref.2"
P34170	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:2010751"
P34171	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:2010751"
P34174	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2010751"
P34754	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7916610"
P34951	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:3484638, ECO:0000269|Ref.2"
P35481	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8829807"
P35501	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8373371"
P35502	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8373371"
P35578	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1807785, ECO:0000269|PubMed:8486691"
P35759	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:8454859"
P35775	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2355158, ECO:0000269|PubMed:8423273"
P35777	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2355158, ECO:0000269|PubMed:8423273"
P35778	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:2355158, ECO:0000269|PubMed:8423273"
P36233	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:8130279"
P37109	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:2573065"
P39037	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:12162653"
P39873	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3243767"
P42254	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:8000538"
P42255	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8299175"
P42256	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7764386"
P42889	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:7851384"
P43077	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8169213"
P43306	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:1520292"
P45696	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:7806508"
P46169	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8454635"
P47796	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:1764912"
P48842	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:7788716"
P49125	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:22001442, ECO:0000269|PubMed:9792186"
P49141	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7851414"
P51919	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:7991588"
P51925	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:7991588"
P52753	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8112589"
P55057	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:8576182"
P55319	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:958472"
P55320	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:1791922"
P55847	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:8801521"
P55955	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:9150941"
P56611	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8611151"
P56626	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:11725098"
P56972	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10767415"
P58823	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:1303801"
P58912	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:12061771"
P59899	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:2451580"
P60302	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:9565688"
P60771	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:12039691"
P62376	SIGNAL <1..19; /evidence="ECO:0000269|PubMed:4460292"
P62928	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:3755437"
P62931	SIGNAL 1..26; /evidence="ECO:0000269|Ref.2"
P67788	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:4074373"
P68248	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:1194289"
P68416	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:891966"
P69770	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:15194478"
P70090	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8744986"
P80090	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:1572366"
P80284	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:8125056"
P80391	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:7964174"
P80392	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:7964174"
P80686	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:9066122"
P80915	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:9108242"
P80961	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:9013849"
P80964	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:9166899"
P81025	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:7656183"
P81295	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:10657673"
P81370	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:15536427, ECO:0000269|PubMed:18205857, ECO:0000269|PubMed:18442249, ECO:0000269|Ref.3"
P81417	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:9712710"
P81418	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:10759497, ECO:0000269|Ref.2"
P81429	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:10612041"
P81492	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7685281, ECO:0000269|PubMed:8397794"
P81511	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:9830043"
P81623	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:9738895"
P81941	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:9115266"
P82007	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:2266969, ECO:0000269|Ref.3"
P82102	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:10491159"
P82103	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:10491159"
P82143	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:9230137"
P82144	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:9230137"
P82187	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:11289269"
P83234	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15668253"
P83472	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:16469515"
P83508	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:12823123, ECO:0000269|PubMed:21518038"
P83618	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:12091100"
P83632	SIGNAL 1..17; /evidence="ECO:0000269|Ref.2"
P83880	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:14759906"
P83958	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12165295, ECO:0000269|PubMed:12417892, ECO:0000269|PubMed:15536427"
P84296	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:422121"
P84298	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:422121"
P84685	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15025998"
P84688	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:15025998"
P85204	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:22114713"
P86009	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:19416692"
P86407	SIGNAL 1..22; /evidence="ECO:0000269|Ref.2"
P86473	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15536427"
P86797	SIGNAL 1..19; /evidence="ECO:0000255, ECO:0000269|PubMed:20369272"
P86870	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:22384100"
P86875	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:22384100"
P86929	SIGNAL 1..14; /evidence="ECO:0000269|PubMed:21539875"
P91627	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8390679"
P91745	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8621536, ECO:0000269|PubMed:9639876"
P97515	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:9133634"
P98184	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7849072"
Q00855	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:2732406"
Q00945	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:1584795"
Q01528	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:1429596"
Q01584	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:1385415"
Q02126	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:8424790"
Q02942	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:7679500"
Q02988	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8504829"
Q03352	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:6920385"
Q03383	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:6430879"
Q03472	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:1463721"
Q04672	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:1467654"
Q04791	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:8314791"
Q06153	SIGNAL 1..25; /evidence="ECO:0000269|Ref.4"
Q06575	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:1730610"
Q06576	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:1730610"
Q06577	SIGNAL 1..30; /evidence="ECO:0000269|PubMed:1730610"
Q07558	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:7685281"
Q07831	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8515772"
Q08127	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:1933511"
Q08738	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:8193166"
Q09022	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8203742, ECO:0000269|PubMed:8393864"
Q09117	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:16668696"
Q0IQK9	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:2458699"
Q10ST8	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:12056799"
Q17043	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8549758"
Q17128	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3778476"
Q20224	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:9150941"
Q24824	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:7715451"
Q24825	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:7715451"
Q25055	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8535393"
Q25255	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:8621536"
Q25588	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:1788131"
Q25589	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:1788131"
Q26427	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:7715595"
Q26643	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:7705333"
Q27022	SIGNAL 1..7; /evidence="ECO:0000269|PubMed:1527013"
Q27270	SIGNAL 1..18; /evidence="ECO:0000269|Ref.2"
Q27441	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:1524828"
Q27967	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:7814406"
Q28085	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8615824"
Q28388	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:8947478"
Q28631	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:8886263"
Q29143	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:8651704"
Q29381	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:11443278"
Q29422	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:9914336"
Q29616	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:8359020"
Q29W25	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:26989701"
Q2KJF1	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:20116414"
Q30HU9	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:16872855"
Q38L02	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:16330060"
Q39527	SIGNAL <1..36; /evidence="ECO:0000269|PubMed:8534854"
Q39688	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:8275102"
Q3YJT3	SIGNAL 1..11; /evidence="ECO:0000269|PubMed:16884497"
Q40975	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8134385"
Q41015	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:7559605"
Q41159	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:7716244"
Q41260	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:7687099"
Q42372	SIGNAL 1..31; /evidence="ECO:0000269|PubMed:7716244, ECO:0000269|Ref.3"
Q42656	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:8144030"
Q43413	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:8883377"
Q43418	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:7787178"
Q43767	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:8420795"
Q43871	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:8420795"
Q50KB1	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:15743763"
Q53B47	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15302536"
Q53B52	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15302536"
Q53B53	SIGNAL <1..20; /evidence="ECO:0000269|PubMed:15302536"
Q53B59	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15302536"
Q56S59	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15894716"
Q589G4	SIGNAL 1..17; /evidence="ECO:0000269|PubMed:15823549"
Q5D710	SIGNAL 1..24; /evidence="ECO:0000269|Ref.2"
Q5F0I3	SIGNAL 1..23; /evidence="ECO:0000269|Ref.2"
Q5FZI5	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:19931300"
Q5FZI6	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:19931300"
Q5G8A6	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15683865"
Q5GQ85	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15753913, ECO:0000269|Ref.2"
Q5UFR8	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3202959, ECO:0000269|PubMed:3341735"
Q5W280	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15652643"
Q60477	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:3282555"
Q64HC7	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15752546"
Q653V7	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:10617595"
Q6ASY2	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:15653800"
Q6F4C6	SIGNAL 1..16; /evidence="ECO:0000269|PubMed:15132736"
Q6IV20	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:1520265"
Q6IY74	SIGNAL 1..18; /evidence="ECO:0000269|Ref.2"
Q6KF81	SIGNAL <1..21; /evidence="ECO:0000269|PubMed:10224079"
Q6KF82	SIGNAL <1..23; /evidence="ECO:0000269|PubMed:10224079"
Q6T6C1	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15102860"
Q6T6C2	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15102860"
Q6T6S5	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:15276202"
Q6T6T4	SIGNAL 1..26; /evidence="ECO:0000269|PubMed:17203976"
Q6T6T5	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:15276202"
Q6UW01	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:15340161"
Q6UW10	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:15340161"
Q6UWE3	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15340161"
Q6UWI4	SIGNAL 1..33; /evidence="ECO:0000269|PubMed:15340161"
Q6UWJ8	SIGNAL 1..29; /evidence="ECO:0000269|PubMed:15340161"
Q6UWN8	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15340161"
Q6UWY5	SIGNAL 1..28; /evidence="ECO:0000269|PubMed:15340161"
Q6UXB1	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:15340161"
Q6X5T3	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:16786436"
Q6XE38	SIGNAL 1..21; /evidence="ECO:0000269|PubMed:15340161"
Q6YZY5	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:16758443"
Q6Z232	SIGNAL 1..42; /evidence="ECO:0000269|PubMed:15653800"
Q70SU7	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:14505823"
Q765P3	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:14583608"
Q765P4	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:14583608"
Q78CF9	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:10625636"
Q7JZV0	SIGNAL 1..16; /evidence="ECO:0000269|Ref.4"
Q7T2Q6	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:16458338"
Q7YT16	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:8690715"
Q7Z0H4	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:15823559"
Q7Z0T3	SIGNAL 1..22; /evidence="ECO:0000269|PubMed:15054104"
Q7Z1K3	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10887322"
Q7Z5L0	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:15340161"
Q7ZT98	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:12646276"
Q7ZTA0	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12646276"
Q7ZZN9	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:14529736"
Q867W1	SIGNAL 1..27; /evidence="ECO:0000269|PubMed:14723891"
Q86R84	SIGNAL 1..25; /evidence="ECO:0000269|PubMed:12847483"
Q86SD9	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12972326"
Q86SE0	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:12972326"
Q86SE1	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12972326"
Q8HYA9	SIGNAL 1..20; /evidence="ECO:0000269|PubMed:12851218"
Q8J0D2	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:12374797"
Q8JFQ0	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12628381"
Q8JGT9	SIGNAL 1..18; /evidence="ECO:0000269|PubMed:12047379"
Q8JI40	SIGNAL 1..19; /evidence="ECO:0000269|PubMed:12047379"
Q8JIW1	SIGNAL 1..23; /evidence="ECO:0000269|PubMed:10558903"
Q8MI35	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:12130646"
Q8MJV4	SIGNAL 1..24; /evidence="ECO:0000269|PubMed:12118011"
Q8MMG9	SIGNAL 1..32; /evidence="ECO:0000269|PubMed:12727301"
Q8MUC5	SIGNAL 1..15; /evidence="ECO:0000269|PubMed:10646967, ECO:0000269|PubMed:12609518"
